id,function_name,codeFunctions,originalComment,codeComment
1274,set_script_execution_disabled,"def set_script_execution_disabled(
    value: bool,
) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, None]:
    
    params: T_JSON_DICT = dict()
    params[""value""] = value
    cmd_dict: T_JSON_DICT = {
        ""method"": ""Emulation.setScriptExecutionDisabled"",
        ""params"": params,
    }
    json = yield cmd_dict",Switches script execution in the page.,Disable script execution via emulation command generator.
1275,get_scale_friendly_name,"def get_scale_friendly_name(scale_values):
    
    scale_tuple = tuple(scale_values)
    if scale_tuple not in SCALE_TABLE:
        SCALE_TABLE.append(scale_tuple)
    index = SCALE_TABLE.index(scale_tuple)
    return f""Scale{index}""","Given a list of scale values, return a friendly name based on an index in the SCALE_TABLE.","Convert scale values to a unique, user-friendly scale name."
1276,input_spec,"def input_spec(self) -> list:
        
        specs = []
        for i, inp in enumerate(self.inputs):
            specs.append((inp[""name""], inp[""shape""], inp[""dtype""]))
            if self.debug:
                print(f""trt input {i} -> {inp['name']} -> {inp['shape']} -> {inp['dtype']}"")
        return specs","Restituisce le specifiche degli input (nome, shape, dtype) utili per preparare gli array.",Generate input specifications list with optional debug output.
1277,calculate_answer_score,"def calculate_answer_score(pred_sql, gold_sql, db_path, do_print=False):
    
    try:
        pred_results = execute_sql(pred_sql, db_path)
        gold_results = execute_sql(gold_sql, db_path)
        
        # answer_score = 2 if set(pred_results) == set(gold_results) else 0.5
        # answer_score = 1 if set(pred_results) == set(gold_results) else 0
        answer_score = 1 if set(pred_results) == set(gold_results) else 0.3
        
    except Exception as e:
        if do_print:
            print(f""[Error] Error in executing SQL: {e}"")
        pred_results = []
        gold_results = []

        answer_score = 0
        if 'syntax' in str(e):
            answer_score = 0
        else:
            answer_score = 0.1

    if do_print:
        # print(f""Retrieved results: {pred_results}"")
        # print(f""Target: {gold_results} "")
        print(f""Answer score: {answer_score}"")

    
    return answer_score",Calculate answer score based on final_prediction idx.,"Evaluate SQL query accuracy by comparing predicted and gold results, returning a score."
1278,_ensure_log_directory,"def _ensure_log_directory(self):
        
        log_dir = self.config[""logging""].get(""log_directory"", ""logs"")
        
        # Check for NLWEB_OUTPUT_DIR environment variable
        output_dir = os.getenv('NLWEB_OUTPUT_DIR')
        if output_dir:
            # Create logs directory under the output directory
            log_dir = os.path.join(output_dir, os.path.basename(log_dir))
            if not os.path.exists(log_dir):
                os.makedirs(log_dir)
                print(f""Created log directory: {log_dir}"")
            
        # Store the resolved directory (but don't create it yet)
        self.log_directory = log_dir",Resolve log directory path (but don't create it yet),"Ensure logging directory exists, using environment variable if specified"
1279,validate_api_key,"def validate_api_key(
    db_session: Annotated[Session, Depends(yield_db_session)],
    api_key_key: Annotated[str, Security(api_key_header)],
) -> UUID:
    
    api_key = crud.projects.get_api_key(db_session, api_key_key)
    if api_key is None:
        logger.error(
            ""api key not found"",
            extra={""partial_api_key"": f""{api_key_key[:4]}****{api_key_key[-4:]}""},
        )
        raise InvalidAPIKey(""api key not found"")

    elif api_key.status == APIKeyStatus.DISABLED:
        logger.error(""api key is disabled"", extra={""api_key_id"": api_key.id})
        raise InvalidAPIKey(""API key is disabled"")

    elif api_key.status == APIKeyStatus.DELETED:
        logger.error(""api key is deleted"", extra={""api_key_id"": api_key.id})
        raise InvalidAPIKey(""API key is deleted"")

    else:
        api_key_id: UUID = api_key.id
        logger.info(""api key validation successful"", extra={""api_key_id"": api_key_id})
        return api_key_id",Validate API key and return the API key ID.,"Validate and log API key status, raising errors for invalid or disabled keys."
1280,clean_system_prompts,"def clean_system_prompts(messages):
    
    system_prompt = None
    cleaned = []
    for msg in messages:
        if msg.get(""role"") == ""system"":
            if system_prompt is None:
                system_prompt = msg
                cleaned.append(msg)
            else:
                continue
        else:
            cleaned.append(msg)
    if system_prompt is None:
        cleaned.insert(0, {""role"": ""system"", ""content"": SYSTEM_PROMPT})
    else:
        if cleaned[0].get(""role"") != ""system"":
            cleaned.remove(system_prompt)
            cleaned.insert(0, system_prompt)
    return cleaned",Removes duplicate system prompts and ensures exactly one system message at top.,Reorganize messages to ensure a single system prompt is at the start.
1281,on_error,"def on_error(self, error: Exception, context: str = """", **kwargs: Any) -> None:
        
        try:
            error_event = {
                ""timestamp"": datetime.now(),
                ""error"": str(error),
                ""error_type"": type(error).__name__,
                ""context"": context,
                ""additional_kwargs"": kwargs,
            }
            self.current_trace[""errors""].append(error_event)
            logger.error(f""Error in {context}: {error}"")
        except Exception as e:
            logger.critical(f""Error in error handler: {e}"")",Enhanced error handling with context,Log and handle errors with context and additional details.
1282,_get_config_value,"def _get_config_value(
        webui_manager: WebuiManager,
        comp_dict: Dict[gr.components.Component, Any],
        comp_id_suffix: str,
        default: Any = None,
) -> Any:
    
    # Assumes component ID format is ""tab_name.comp_name""
    tab_name = ""browser_use_agent""  # Hardcode or derive if needed
    comp_id = f""{tab_name}.{comp_id_suffix}""
    # Need to find the component object first using the ID from the manager
    try:
        comp = webui_manager.get_component_by_id(comp_id)
        return comp_dict.get(comp, default)
    except KeyError:
        # Try accessing settings tabs as well
        for prefix in [""agent_settings"", ""browser_settings""]:
            try:
                comp_id = f""{prefix}.{comp_id_suffix}""
                comp = webui_manager.get_component_by_id(comp_id)
                return comp_dict.get(comp, default)
            except KeyError:
                continue
        logger.warning(
            f""Component with suffix '{comp_id_suffix}' not found in manager for value lookup.""
        )
        return default",Safely get value from component dictionary using its ID suffix relative to the tab.,Retrieve configuration value by component ID with fallback options.
1283,_format_agent_info,"def _format_agent_info(self, agent_name: str) -> str:
        
        agent = self.agents.get(agent_name)
        if not agent:
            return """"

        servers = ""\n"".join(
            [
                f""- {self._format_server_info(server_name)}""
                for server_name in agent.server_names
            ]
        )

        return f""Agent Name: {agent.name}\nDescription: {agent.instruction}\nServers in Agent: {servers}""",Format Agent information for display to planners,Format agent details and associated servers into a structured string.
1284,get_model_specifiction_cls,"def get_model_specifiction_cls(model_name: str, inference_type: InferenceType) -> ModelSpecification:
    
    if model_name not in SUPPORTED_MODEL_CONFIGS:
        raise ValueError(
            f""Model {model_name} not supported. Supported models are: {list(SUPPORTED_MODEL_CONFIGS.keys())}""
        )
    if inference_type not in SUPPORTED_MODEL_CONFIGS[model_name]:
        raise ValueError(
            f""Inference type {inference_type} not supported for model {model_name}. Supported inference types are: {list(SUPPORTED_MODEL_CONFIGS[model_name].keys())}""
        )
    return SUPPORTED_MODEL_CONFIGS[model_name][inference_type]",Get the model specification class for the given model name and inference type.,Validate and retrieve model configuration based on name and inference type
1285,log_move_and_thought,"def log_move_and_thought(move, thought, latency, cache_dir=None):
    
    cache_dir = cache_dir or DEFAULT_CACHE_DIR
    log_file_path = os.path.join(cache_dir, ""ace_attorney_moves.log"")
    
    log_entry = f""[{time.strftime('%Y-%m-%d %H:%M:%S')}] Move: {move}, Thought: {thought}, Latency: {latency:.2f} sec\n""
    
    try:
        with open(log_file_path, ""a"", encoding='utf-8') as log_file:
            log_file.write(log_entry)
    except Exception as e:
        print(f""[ERROR] Failed to write log entry: {e}"")",Logs the move and thought process into a log file inside the cache directory.,"Log player actions and thoughts with timestamps to a file, handling errors."
1286,_load_component,"def _load_component(name: str) -> Any:
    
    try:
        # Add some randomization to import paths
        if sys.modules.get(f""cai.internal.components.{name}""):
            return sys.modules[f""cai.internal.components.{name}""]
        return importlib.import_module(f""cai.internal.components.{name}"")
    except:
        return None",Load a system component,"Dynamically import and return a component module by name, handling errors."
1287,__store_chunk_topics,"def __store_chunk_topics(session, new_version: int, chunk_topics_dict: dict) -> None:
    
    if not isinstance(chunk_topics_dict, dict):
        logger.warning(f""Invalid chunk_topics format: {type(chunk_topics_dict)}"")
        return

    logger.info(f""Found chunk topics dict: {chunk_topics_dict}"")

    for cluster_id, cluster_data in chunk_topics_dict.items():
        # for each chunkId, create an unique record
        for chunk_id in cluster_data.get(""chunkIds"", []):
            topic_data = L1ChunkTopic(
                version=new_version,
                chunk_id=chunk_id,
                topic=cluster_data.get(""topic""),
                tags=cluster_data.get(""tags""),
                create_time=datetime.now(),
            )
            session.add(topic_data)",Store Chunk Topics data,Store and log chunk topics in a database session with validation and timestamping.
1288,print_welcome_banner,"def print_welcome_banner(agent_name: str, mode: str, high_contrast: bool = False) -> None:
    
    console = Console()
    
    # Use high contrast colors if enabled
    border_color = ""bright_blue"" if high_contrast else ""blue""
    _text_color = ""bright_white"" if high_contrast else ""white""
    
    welcome_message = Text.from_markup(get_welcome_message(agent_name, mode))
    
    # Main panel with consistent colors
    console.print(
        Panel(
            welcome_message,
            title=""[bright_white]»»—— QUANTALOGIC QUANTUM SYSTEM ——««[/]"",
            title_align=""center"",
            border_style=Style(color=border_color, bold=True),
            box=box.DOUBLE,
            padding=(1, 4),
            subtitle=f""[bright_cyan]QUANTUM INTELLIGENCE READY | {get_version()}[/]""
        )
    )
    
    # Print quantum equations panel at the bottom
    console.print(
        Panel(
            Text.from_markup(f""[bright_cyan]{QUANTUM_SYMBOL}[/]""),
            box=box.SIMPLE,
            style=Style(color=""bright_cyan"", bold=True),
            padding=(0, 2),
            title=""[bright_white]QUANTUM STATE[/]"",
            title_align=""center""
        )
    )",Print the welcome banner to the console with consistent colors.,Display a styled welcome banner for a quantum system interface.
1289,create_environment,"def create_environment(task_id=0, dataset_type=""validation"", tool_list=None):
    
    print_step(f""Creating environment (task_id={task_id}, dataset={dataset_type}, tools={tool_list if tool_list else 'default'})..."")
    
    data = {""id"": task_id, ""dataset_type"": dataset_type}
    if tool_list:
        data[""tool_list""] = tool_list
    
    env_id = make_request(""POST"", ""create"", data=data)
    
    if env_id:
        print_success(f""Environment created with ID: {env_id}"")
        return env_id
    else:
        print_error(""Failed to create environment"")
        return None",Create a test environment,Function initializes a task-specific environment using provided parameters and returns its ID.
1290,parse,"def parse(
        cls,
        response: str,
        answer_key: str,
        *,
        global_description: str = """",
        query_question: str = """",
        is_single_line_ans: bool = None,
    ) -> dict:
        
        response_parsed = cls._parse(
            response,
            is_ascii_art=False,
            global_description=global_description,
            query_question=query_question,
            is_single_line_ans=is_single_line_ans,
        )
        results = {answer_key: response_parsed}
        return results",Try to parse a single answer.,Parse a response string into a dictionary using specified parameters.
1291,_init_actions,"def _init_actions(self):
        
        self._actions = {
            ""plan"": self._plan,
            ""assign"": self._assign,
            ""final"": self._final,
            ""handle_input"": self._handle_input,
        }",Initializes the default actions for the manager.,Initialize a dictionary mapping action names to their corresponding methods.
1292,mock_jwks_data,"def mock_jwks_data(self, rsa_key_pair: RSAKeyPair) -> JWKSData:
        
        from authlib.jose import JsonWebKey

        # Create JWK from the RSA public key
        jwk = JsonWebKey.import_key(rsa_key_pair.public_key)  # type: ignore
        jwk_data: JWKData = jwk.as_dict()  # type: ignore
        jwk_data[""kid""] = ""test-key-1""
        jwk_data[""alg""] = ""RS256""

        return {""keys"": [jwk_data]}",Create mock JWKS data from RSA key pair.,Generate mock JSON Web Key Set data from an RSA public key.
1293,_identify_patterns,"def _identify_patterns(self, market_data: MarketData) -> None:
        
        df = market_data.data
        patterns = {}
        
        try:
            # Candlestick Patterns
            patterns['doji'] = ta.candlestick.doji(df['open'], df['high'], df['low'], df['close'])
            patterns['hammer'] = ta.candlestick.hammer(df['open'], df['high'], df['low'], df['close'])
            patterns['shooting_star'] = ta.candlestick.shooting_star(df['open'], df['high'], df['low'], df['close'])
            patterns['morning_star'] = ta.candlestick.morning_star(df['open'], df['high'], df['low'], df['close'])
            patterns['evening_star'] = ta.candlestick.evening_star(df['open'], df['high'], df['low'], df['close'])
            
            # Custom Pattern Detection
            patterns['double_top'] = self._detect_double_top(df)
            patterns['double_bottom'] = self._detect_double_bottom(df)
            patterns['head_shoulders'] = self._detect_head_shoulders(df)
            
            market_data.patterns = patterns
            
        except Exception as e:
            logger.error(f""Error identifying patterns: {e}"")
            raise",Identify chart patterns and candlestick patterns.,Identify and store candlestick and custom patterns in market data
1294,disable_freeu,"def disable_freeu(self):
        
        freeu_keys = {""s1"", ""s2"", ""b1"", ""b2""}
        for i, upsample_block in enumerate(self.up_blocks):
            for k in freeu_keys:
                if (
                    hasattr(upsample_block, k)
                    or getattr(upsample_block, k, None) is not None
                ):
                    setattr(upsample_block, k, None)",Disables the FreeU mechanism.,Disable specific attributes in upsample blocks by setting them to None.
1295,search_pubmed,"def search_pubmed(self, pubmed_api_url, query: str) -> str:
        
        params = {
            ""db"": ""pubmed"",
            ""term"": query,
            ""retmode"": ""json"",
            ""retmax"": 5
        }
        
        try:
            response = requests.get(pubmed_api_url, params=params)
            data = response.json()
            article_ids = data.get(""esearchresult"", {}).get(""idlist"", [])
            if not article_ids:
                return ""No relevant PubMed articles found.""
            
            return ""\n"".join(article_links)
        except Exception as e:
            return f""Error retrieving PubMed articles: {e}""",Search PubMed for relevant medical articles.,Search PubMed for articles using a query and return results or error message.
1296,manual_run,"def manual_run():
    
    try:
        from src.primary.apps.swaparr.handler import run_swaparr
        
        settings = load_settings(""swaparr"")
        if not settings or not settings.get(""enabled"", False):
            return jsonify({
                ""success"": False, 
                ""message"": ""Swaparr is not enabled""
            }), 400
        
        # Run Swaparr
        run_swaparr()
        
        # Get updated session stats
        session_stats = get_session_stats()
        
        return jsonify({
            ""success"": True,
            ""message"": ""Swaparr run completed successfully"",
            ""session_stats"": session_stats
        })
        
    except Exception as e:
        swaparr_logger.error(f""Error during manual Swaparr run: {str(e)}"")
        return jsonify({
            ""success"": False, 
            ""message"": f""Manual run failed: {str(e)}""
        }), 500",Manually trigger a Swaparr run,"Execute a manual Swaparr operation, handling settings validation and error logging."
1297,reset_state,"def reset_state(self, item_id: str) -> dict:
        
        if item_id in self.episodes_state:
            return self.episodes_state[item_id]
        else:
            logger.error(
                f""No state found for item_id {item_id}. Creating a default state.""
            )
            return self._initialize_workflow_state(item_id, """", None)",Retrieves the workflow state for the given item_id.,Retrieve or initialize state for a given item identifier.
1298,on_apply_color_clicked,"def on_apply_color_clicked(self, button):
        
        hue_value = self.hue_slider.get_value() # Get value from 0-360
        hex_color = self.hsl_to_rgb_hex(hue_value) # Convert HSL(hue, 1.0, 0.5) to HEX
        print(f""Applying color from slider: H={hue_value}, HEX={hex_color}"")
        selected_scheme = self.scheme_dropdown.get_active_id()
        # Run matugen with the chosen hex color and selected scheme
        exec_shell_command_async(f'matugen color hex ""{hex_color}"" -t {selected_scheme}')",Applies the color selected by the hue slider via matugen.,Convert hue slider value to HEX and apply color scheme asynchronously
1299,context_without_results,"def context_without_results():
    
    return {
        ""topic"": ""Empty Topic"",
        ""timeframe"": ""1d"",
        ""has_results"": False,
        ""hierarchical_results"": [],
    }",Create a sample context without results for testing.,Create a default context dictionary indicating no search results available.
1300,do_CS,"def do_CS(self, name: PDFStackT) -> None:
        
        try:
            self.il_creater.on_stroking_color_space(literal_name(name))
            self.scs = self.csmap[literal_name(name)]
        except KeyError:
            if settings.STRICT:
                raise PDFInterpreterError(f""Undefined ColorSpace: {name!r}"") from None
        return",Set color space for stroking operations,Handle color space setting with error handling for undefined spaces.
1301,save_bash_state_by_id,"def save_bash_state_by_id(thread_id: str, bash_state_dict: dict[str, Any]) -> None:
    
    if not thread_id:
        return

    bash_state_dir = get_bash_state_dir_xdg()
    state_file = os.path.join(bash_state_dir, f""{thread_id}_bash_state.json"")

    with open(state_file, ""w"") as f:
        json.dump(bash_state_dict, f, indent=2)",Save bash state to XDG directory with the given thread_id.,Save thread-specific bash state to a JSON file.
1302,run_browsecomp_benchmark,"def run_browsecomp_benchmark(
    num_examples, output_dir, model=None, provider=None, endpoint_url=None, api_key=None
):
    
    from local_deep_research.benchmarks.benchmark_functions import evaluate_browsecomp

    logger.info(f""Starting BrowseComp benchmark with {num_examples} examples"")
    start_time = time.time()

    # Run the benchmark
    results = evaluate_browsecomp(
        num_examples=num_examples,
        search_iterations=3,
        questions_per_iteration=3,
        search_strategy=""source_based"",
        search_tool=""searxng"",
        search_model=model,
        search_provider=provider,
        endpoint_url=endpoint_url,
        output_dir=os.path.join(output_dir, ""browsecomp""),
        evaluation_provider=""ANTHROPIC"",
        evaluation_model=""claude-3-7-sonnet-20250219"",
    )

    duration = time.time() - start_time
    logger.info(f""BrowseComp benchmark completed in {duration:.1f} seconds"")

    if results and isinstance(results, dict):
        logger.info(f""BrowseComp accuracy: {results.get('accuracy', 'N/A')}"")

    return results",Run BrowseComp benchmark with specified number of examples.,Execute a benchmarking process for BrowseComp with specified parameters and log results.
1303,_format_child_database_block,"def _format_child_database_block(
        self, block_content: dict, block: dict, page_breadcrumbs: List[Breadcrumb]
    ) -> str:
        
        title = block_content.get(""title"", ""Untitled Database"")
        database_id = block[""id""]

        # Queue this child database for processing with proper breadcrumbs
        self._child_databases_to_process.add(database_id)

        # Create breadcrumbs for the child database (parent page + current page)
        child_db_breadcrumbs = page_breadcrumbs.copy()
        self._child_database_breadcrumbs[database_id] = child_db_breadcrumbs

        self._stats[""child_databases_found""] += 1
        breadcrumb_names = [b.name for b in child_db_breadcrumbs]
        logger.info(
            f""Found child database: {title} ({database_id}) in page breadcrumbs: {breadcrumb_names}""
        )

        # Include a reference in the page content
        return f""🗃️ **[{title}]** (Child Database)""",Format child database blocks.,"Format and log child database details, updating processing queue and breadcrumbs."
1304,_keepalive_thread_run,"def _keepalive_thread_run(self):
        
        while self._keepalive_running:
            time.sleep(self.KEEPALIVE_POLL_FREQUENCY)
            with self._lock:
                for name, entry in list(self._entries.items()):
                    if (
                        entry.keeper is not None
                        and entry.keepalive_ttl is not None
                        and entry.lease_id is not None
                        and entry.keeper.check()
                    ):
                        try:
                            # Refresh the lease
                            self._client.refresh_lease(entry.lease_id)
                        except Exception as e:
                            logger.error(
                                f""Failed to refresh lease for key: K={name} V={entry.value}. Error: {e}""
                            )",Background thread to keep leases alive.,Periodically refresh leases for active entries while handling exceptions
1305,_create_websearch_agent,"def _create_websearch_agent(self):
        
        try:
            # Choose websearch tool type based on premium setting
            websearch_tool_type = ""web_search_premium"" if self.websearch_premium else ""web_search""
            
            self.websearch_agent = self.client.beta.agents.create(
                model=self.model_name,
                description=""Agent able to search information over the web, such as news, weather, sport results..."",
                name=""Websearch Agent"",
                instructions=""You have the ability to perform web searches to find up-to-date information. Use web search when you need current information that may not be in your training data."",
                tools=[{""type"": websearch_tool_type}],
                completion_args={
                    ""temperature"": self.temperature,
                    ""top_p"": 0.95,
                    ""max_tokens"": self.max_tokens,
                }
            )
            self.logger.info(f""Created websearch agent with ID: {self.websearch_agent.id}"")
        except Exception as e:
            self.logger.error(f""Error creating websearch agent: {e}"")
            raise",Create a websearch agent with the specified configuration.,Create a web search agent with premium or standard tools based on settings
1306,set_bypass_csp,"def set_bypass_csp(enabled: bool) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, None]:
    
    params: T_JSON_DICT = dict()
    params[""enabled""] = enabled
    cmd_dict: T_JSON_DICT = {
        ""method"": ""Page.setBypassCSP"",
        ""params"": params,
    }
    json = yield cmd_dict",Enable page Content Security Policy by-passing.,Enable or disable Content Security Policy bypass in a web page.
1307,format_code_output,"def format_code_output(execution_dict: dict[str, str],
                       code_output_begin: str,
                       code_output_end: str,
                       code_output_format: str = 'llama'):
    
    if code_output_format == 'llama':
        output = execution_dict[""process_status""]
        if execution_dict['stdout']:
            output += f""\n[stdout]\n{execution_dict['stdout']}[/stdout]""
        if execution_dict['stderr']:
            output += f""\n[stderr]\n{execution_dict['stderr']}[/stderr]""
        output = f""{code_output_begin}\n\n{output}{code_output_end}\n\n""
    elif code_output_format == 'qwen':
        output = """"
        if execution_dict['stdout']:
            output += f""{execution_dict['stdout']}""
        if execution_dict['stderr']:
            output += f""{execution_dict['stderr']}""
        if execution_dict['stderr'] and execution_dict['stdout']:
            LOG.warning(""Both stdout and stderr are not empty. This shouldn't normally happen! %s"", execution_dict)
        output = f""{code_output_begin}{output}{code_output_end}""
    else:
        raise ValueError(f""Unknown code_output_format: {code_output_format}"")

    # wrapping with code output separators
    return output",Formatting code output to be displayed as an llm expects it.,Format execution results with specified output style and separators
1308,_pull_data_worker,"def _pull_data_worker(self):
        
        # Initialize the puller inside the worker thread
        stream = NameResolvingZmqPuller(
            constants.experiment_name(),
            constants.trial_name(),
            puller_index=self.util.dp_rank,
        )
        try:
            while not self._stop_event.is_set():
                try:
                    data = stream.pull(timeout_ms=self.pull_timeout_ms)
                    processed_data = [
                        SequenceSample.from_json_compatible(x) for x in data
                    ]
                    logger.debug(
                        f""Get data {[x.ids[0] for x in processed_data]} from puller stream.""
                    )
                    self.data_queue.put(processed_data)
                except queue.Empty:
                    logger.debug(f""No data from puller stream."")
                    time.sleep(0.1)
                    continue
        finally:
            # Ensure socket is closed in the same thread
            del stream
            # Exit if this thread has an error
            sys.exit(1)",Worker thread that creates its own ZMQ puller and streams data.,"Worker thread pulls and processes data from a stream, handling timeouts and errors."
1309,load_products,"def load_products(num=None):
    
    with open(ITEMS_PATH) as f:
        all_products = json.load(f)
        if num is not None:
            random.shuffle(all_products)
            all_products = all_products[:num]
        products = dict()
        asins = set()
        for p in all_products:
            asin = p['asin']
            if asin in asins:
                continue
            asins.add(asin)
            products[asin] = p

    with open(REVIEWS_PATH) as f:
        reviews = json.load(f)
        reviews = {r['asin']: r for r in reviews}

    for asin, p in products.items():
        if asin in reviews:
            p['review'] = reviews[asin]
        else:
            p['review'] = None
    return products",Loads products from the `items.json` file and combine them with reviews through `asin`.,"Load and merge product data with reviews, optionally shuffling and limiting entries."
1310,set_simulated_central_state,"def set_simulated_central_state(
    state: CentralState,
) -> typing.Generator[T_JSON_DICT, T_JSON_DICT, None]:
    
    params: T_JSON_DICT = dict()
    params[""state""] = state.to_json()
    cmd_dict: T_JSON_DICT = {
        ""method"": ""BluetoothEmulation.setSimulatedCentralState"",
        ""params"": params,
    }
    json = yield cmd_dict",Set the state of the simulated central.,Simulate Bluetooth central state by yielding command dictionary
1311,get_ssl_verify_setting,"def get_ssl_verify_setting() -> bool:
    
    try:
        general_settings = settings_manager.load_settings(""general"")
        return general_settings.get(""ssl_verify"", True)  # Default to True for security
    except Exception as e:
        lidarr_logger.warning(f""Error getting SSL verify setting: {e}. Using default (True)."")
        return True",Get SSL verification setting from general configuration.,Retrieve SSL verification setting with a default fallback for security
1312,save_module,"def save_module(self, path: str, ignore: List[str] = [], **kwargs):
        
        logger.info(""Saving {} to {}"", self.__class__.__name__, path)
        config = self.get_graph_info()
        for ignore_key in ignore:
            config.pop(ignore_key, None)
        with open(path, ""w"", encoding=""utf-8"") as f:
            json.dump(config, f, indent=4)

        return path",Save the workflow graph to a module file.,"Serialize and save configuration to file, excluding specified keys."
1313,with_retries,"def with_retries(func):
    
    @functools.wraps(func)
    async def wrapper(self, *args, **kwargs):
        attempts = getattr(self.config.SETTINGS, 'ATTEMPTS', 5)  # Default to 5 if not set
        pause_range = getattr(self.config.SETTINGS, 'PAUSE_BETWEEN_ATTEMPTS', [5, 15])  # Default to [5, 15] if not set
        last_exception = None
        
        for attempt in range(attempts):
            try:
                return await func(self, *args, **kwargs)
            except Exception as e:
                last_exception = e
                logger.warning(f""[{self.account_index}] Attempt {attempt + 1}/{attempts} failed for {func.__name__}: {str(e)}"")
                if attempt < attempts - 1:  # Don't sleep on the last attempt
                    pause_time = random.uniform(pause_range[0], pause_range[1])
                    logger.info(f""[{self.account_index}] Waiting {pause_time:.2f} seconds before next attempt..."")
                    await asyncio.sleep(pause_time)
                
        logger.error(f""[{self.account_index}] All {attempts} attempts failed for {func.__name__}"")
        raise last_exception

    return wrapper",Decorator to add retry functionality to async methods.,Decorator adds retry logic with configurable attempts and pauses for asynchronous functions.
1314,sample_tcl_queries,"def sample_tcl_queries() -> dict[str, str]:
    
    return {
        ""begin_transaction"": ""BEGIN"",
        ""commit_transaction"": ""COMMIT"",
        ""rollback_transaction"": ""ROLLBACK"",
        ""savepoint"": ""SAVEPOINT my_savepoint"",
        ""mixed_case_transaction"": ""Begin Transaction"",
    }","Sample TCL (BEGIN, COMMIT, ROLLBACK) queries for testing.",Map transaction operations to corresponding SQL commands in a dictionary.
1315,find_missing_pdfs,"def find_missing_pdfs(pdf_sources, created_files, base_bench_path):
    
    subdirs = set()

    for source_file in pdf_sources:
        if not source_file:
            continue

        subdir, _ = get_subdir_and_pdf_name(source_file)
        if subdir:
            subdirs.add(subdir)

    print(f""Found PDF subdirectories: {sorted(subdirs)}"")

    missing_pdfs = []

    for subdir in subdirs:
        pdf_dir = Path(base_bench_path) / ""bench_data"" / ""pdfs"" / subdir

        if not pdf_dir.exists():
            print(f""Warning: Directory {pdf_dir} does not exist"")
            continue

        pdf_files = list(pdf_dir.glob(""*.pdf""))
        print(f""Found {len(pdf_files)} PDF files in {subdir}/"")

        for pdf_file in pdf_files:
            pdf_name = pdf_file.stem

            if (subdir, pdf_name) not in created_files:
                missing_pdfs.append({""pdf_name"": pdf_name, ""full_path"": pdf_file, ""subdir"": subdir})

    print(f""Found {len(missing_pdfs)} missing PDFs"")
    return missing_pdfs",Find PDFs that exist in directories but are missing from JSONL data.,Identify and list missing PDF files from specified directories.
1316,precalculate_safetensors_hashes,"def precalculate_safetensors_hashes(tensors, metadata):
    

    # Because writing user metadata to the file can change the result of
    # sd_models.model_hash(), only retain the training metadata for purposes of
    # calculating the hash, as they are meant to be immutable
    metadata = {k: v for k, v in metadata.items() if k.startswith(""ss_"")}

    bytes = safetensors.torch.save(tensors, metadata)
    b = BytesIO(bytes)

    model_hash = addnet_hash_safetensors(b)
    legacy_hash = addnet_hash_legacy(b)
    return model_hash, legacy_hash",Precalculate the model hashes needed by sd-webui-additional-networks to save time on indexing the model later.,Compute immutable hashes for tensors using filtered metadata.
1317,print_extracted_result,"def print_extracted_result(result: ScrapedResult):
    
    if result.success:
        print(f""\n=={result.name} Results ==="")
        print(f""Extracted content: {result.content}"")
        print(f""Raw markdown length: {result.raw_markdown_len}"")
        print(f""Citations markdown length: {result.citations_markdown_len}"")
    else:
        print(f""Error in {result.name}: {result.error}"")",Method to print out the extracted results,Display extracted data or error message based on scraping success status.
1318,validate_output,"def validate_output(output_data, expected_batch_size):
    
    if len(output_data) != expected_batch_size:
        raise ValueError(f""Output size {len(output_data)} does not match expected batch size {expected_batch_size}."")
    print(f""Output size is valid: {len(output_data)}"")",Validate the size of the output data.,"Ensure output data size matches expected batch size, raising error if not."
1319,a3m_to_aligned_dataframe,"def a3m_to_aligned_dataframe(
    a3m_path: Path | str,
    source_database: MSADataSource,
    insert_pairing_key: bool = True,
) -> pd.DataFrame:
    
    alignments = read_fasta(a3m_path)

    records: list[dict[str, str]] = []
    for i, alignment in enumerate(alignments):
        # Assume first entry in a3m is the query
        src = MSADataSource.QUERY.value if i == 0 else source_database.value
        record = {
            ""sequence"": alignment.sequence,
            ""source_database"": src,
            # Empty pairing keys get encoded as UNKNOWN
            ""pairing_key"": (
                get_tax_names([alignment.header], source_database).pop()
                if insert_pairing_key
                else """"
            ),
            ""comment"": alignment.header,
        }
        records.append(record)
    assert records[0][""source_database""] == ""query""
    retval = pd.DataFrame.from_records(records)
    AlignedParquetModel.validate(retval)
    return retval",Reformat the a3m as a parquet.,Convert A3M file to aligned DataFrame with optional pairing keys.
1320,docstring,"def docstring(description: typing.Optional[str]) -> str:
    
    if not description:
        return """"
    # if original description uses escape sequences it should be generated as a raw docstring
    description = escape_backticks(description)
    if ""\\"" in description:
        return dedent("""").format(description)
    else:
        return dedent("""").format(description)",Generate a docstring from a description.,Generate a formatted docstring from an optional description input.
