id,code,original,human,original_okay,count
6367670b1a6d9265ec0179f2,"@Override public boolean containsKey(final Object key){
  if (this.fast) {
    return this.map.containsKey(key);
  }
 else {
synchronized (this.map) {
      return this.map.containsKey(key);
    }
  }
}
",Return true if this map contains a mapping for the specified key.,Check whether a map contains a mapping for the specified key.,yes,yes
636766fa1a6d9265ec017796,"public static Boolean[] toObject(final boolean[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_BOOLEAN_OBJECT_ARRAY;
  }
  final Boolean[] result=new Boolean[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=array[i] ? Boolean.TRUE : Boolean.FALSE;
  }
  return result;
}
",Converts an array of primitive booleans to objects. ,Convert an array of primitive booleans to objects.,yes,yes
636767aa1a6d9265ec01864a,"public byte[] toByteArray(){
  final int size=bytes.length;
  final byte[] copy=new byte[size];
  System.arraycopy(bytes,0,copy,0,size);
  return copy;
}
",Copies bytes to a byte[].,Copy bytes to a byte array.,yes,yes
636767561a6d9265ec017f7c,"protected GraphPath<V,E> edgeSetToTour(Set<E> tour,Graph<V,E> graph){
  List<V> vertices=new ArrayList<>(tour.size() + 1);
  MaskSubgraph<V,E> tourGraph=new MaskSubgraph<>(graph,v -> false,e -> !tour.contains(e));
  new DepthFirstIterator<>(tourGraph).forEachRemaining(vertices::add);
  return vertexListToTour(vertices,graph);
}
",Transform from a Set representation to a graph path.,Convert a set representation to a graph path.,yes,yes
6367670a1a6d9265ec0179f1,"public static Short[] toObject(final short[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_SHORT_OBJECT_ARRAY;
  }
  final Short[] result=new Short[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=new Short(array[i]);
  }
  return result;
}
",Converts an array of primitive shorts to objects. ,Convert an array of primitive shorts to objects.,yes,yes
636766fe1a6d9265ec017823,"int addConstantNameAndType(final String name,final String descriptor){
  final int tag=Symbol.CONSTANT_NAME_AND_TYPE_TAG;
  int hashCode=hash(tag,name,descriptor);
  Entry entry=get(hashCode);
  while (entry != null) {
    if (entry.tag == tag && entry.hashCode == hashCode && entry.name.equals(name) && entry.value.equals(descriptor)) {
      return entry.index;
    }
    entry=entry.next;
  }
  constantPool.put122(tag,addConstantUtf8(name),addConstantUtf8(descriptor));
  return put(new Entry(constantPoolCount++,tag,name,descriptor,hashCode)).index;
}
",Adds a CONSTANT_NameAndType_info to the constant pool of this symbol table. ,Add constant information generated by its name and type to the constant pool and return the index of the constant.,yes,yes
636767461a6d9265ec017d17,"private String unescapeId(String input){
  final char quote='""';
  if (input.charAt(0) != quote || input.charAt(input.length() - 1) != quote) {
    return input;
  }
  String noQuotes=input.subSequence(1,input.length() - 1).toString();
  String unescaped=unescapeId.translate(noQuotes);
  return unescaped;
}
",Unescape a string DOT identifier.,Unescape a dot identifier string.,yes,yes
6367676c1a6d9265ec018204,"public static String[] concatenateStringArrays(String[] array1,String[] array2){
  if (Objects.isEmpty(array1)) {
    return array2;
  }
  if (Objects.isEmpty(array2)) {
    return array1;
  }
  String[] newArr=new String[array1.length + array2.length];
  System.arraycopy(array1,0,newArr,0,array1.length);
  System.arraycopy(array2,0,newArr,array1.length,array2.length);
  return newArr;
}
","Concatenate the given String arrays into one, with overlapping array elements included twice. ",Concatenate two string arrays into one.,yes,yes
636767641a6d9265ec018190,"private void reload(List<Set<Integer>> bucketsByLabel,List<Integer> labels,int minLabel){
  if (minLabel != 0 && minLabel < bucketsByLabel.size()) {
    Set<Integer> bucket=bucketsByLabel.get(minLabel);
    for (    Integer vertex : bucket) {
      labels.set(vertex,0);
      bucketsByLabel.get(0).add(vertex);
    }
    bucket.clear();
  }
}
",Moves all vertices from the bucket with label minLabel to the bucket with label 0.,Move all vertices from the minimum label bucket to the bucket with label 0 and clear the minimum label bucket.,yes,yes
6367676a1a6d9265ec0181d4,"public static String[] addStringToArray(String[] array,String str){
  if (Objects.isEmpty(array)) {
    return new String[]{str};
  }
  String[] newArr=new String[array.length + 1];
  System.arraycopy(array,0,newArr,0,array.length);
  newArr[array.length]=str;
  return newArr;
}
","Append the given String to the given String array, returning a new array consisting of the input array contents plus the given String.",Append a string to a string array.,yes,yes
6367676b1a6d9265ec0181dd,"public static int countOccurrencesOf(String str,String sub){
  if (str == null || sub == null || str.length() == 0 || sub.length() == 0) {
    return 0;
  }
  int count=0;
  int pos=0;
  int idx;
  while ((idx=str.indexOf(sub,pos)) != -1) {
    ++count;
    pos=idx + sub.length();
  }
  return count;
}
",Returns the number of occurrences the substring sub appears in string str.,Return the frequencies that the substring appears in the string.,yes,no
636766811a6d9265ec017499,"private boolean checkDuplicate(final List<AtmosphereInterceptor> interceptorList,Class<? extends AtmosphereInterceptor> c){
  for (  final AtmosphereInterceptor i : interceptorList) {
    if (i.getClass().equals(c)) {
      return true;
    }
  }
  return false;
}
",Checks in the specified list if there is at least one instance of the given AtmosphereInterceptor interceptor implementation class.,Check whether there is at least one instance of the implementation class in the lists. ,yes,yes
636766fe1a6d9265ec017821,"protected void appendDetail(StringBuffer buffer,String fieldName,byte[] array){
  buffer.append(arrayStart);
  for (int i=0; i < array.length; i++) {
    if (i > 0) {
      buffer.append(arraySeparator);
    }
    appendDetail(buffer,fieldName,array[i]);
  }
  buffer.append(arrayEnd);
}
",Append to the toString the detail of a byte array.,Append a byte array to a buffer.,yes,yes
636767561a6d9265ec017f63,"@Override public boolean hasNext(){
  if (current != null) {
    return true;
  }
  current=advance();
  if (current != null && nListeners != 0) {
    fireVertexTraversed(createVertexTraversalEvent(current));
  }
  return current != null;
}
",Checks whether there exist unvisited vertices.,Check whether there are unvisited vertices. ,yes,yes
636766a81a6d9265ec017586,"private void pop(final int elements){
  if (outputStackTop >= elements) {
    outputStackTop-=elements;
  }
 else {
    outputStackStart-=elements - outputStackTop;
    outputStackTop=0;
  }
}
",Pops the given number of abstract types from the output frame stack.,Pop the given number of elements from the stack.,yes,yes
636767e11a6d9265ec018795,"public boolean isCompatible(DataTable dataset){
  final List<String> sortedKeys=dataset.sortedKeys(new HeatMap.KeyComparator(true));
  long[] existedBuckets=new long[sortedKeys.size()];
  for (int i=0; i < sortedKeys.size(); i++) {
    String key=sortedKeys.get(i);
    if (key.equals(Bucket.INFINITE_NEGATIVE)) {
      existedBuckets[i]=Long.MIN_VALUE;
    }
 else {
      if (key.contains("":"")) {
        key=StringUtils.substringAfterLast(key,"":"");
      }
      existedBuckets[i]=Long.parseLong(key);
    }
  }
  return Arrays.equals(buckets,existedBuckets);
}
",Return true if the bucket is same.,Check whether the existed buckets are the same as the buckets.,yes,yes
636767791a6d9265ec018263,"private Class findClass(final String className) throws ClassNotFoundException {
  try {
    return Thread.currentThread().getContextClassLoader().loadClass(className);
  }
 catch (  ClassNotFoundException e) {
    try {
      return Class.forName(className);
    }
 catch (    ClassNotFoundException e1) {
      return getClass().getClassLoader().loadClass(className);
    }
  }
}
",Find class given class name.,Find class by the given class name.,yes,yes
636767611a6d9265ec018112,"@Override protected V provideNextVertex(){
  V v=super.provideNextVertex();
  for (int i=path.size() - 1; i >= 0; --i) {
    if (graph.containsEdge(path.get(i),v)) {
      break;
    }
    path.remove(i);
  }
  path.add(v);
  return v;
}
",{@inheritDoc},Get next vertext from a graph.,no,yes
636767131a6d9265ec017b23,"final void addLineNumber(final int lineNumber){
  if (this.lineNumber == 0) {
    this.lineNumber=(short)lineNumber;
  }
 else {
    if (otherLineNumbers == null) {
      otherLineNumbers=new int[LINE_NUMBERS_CAPACITY_INCREMENT];
    }
    int otherLineNumberIndex=++otherLineNumbers[0];
    if (otherLineNumberIndex >= otherLineNumbers.length) {
      int[] newLineNumbers=new int[otherLineNumbers.length + LINE_NUMBERS_CAPACITY_INCREMENT];
      System.arraycopy(otherLineNumbers,0,newLineNumbers,0,otherLineNumbers.length);
      otherLineNumbers=newLineNumbers;
    }
    otherLineNumbers[otherLineNumberIndex]=lineNumber;
  }
}
",Adds a source line number corresponding to this label.,Add the number of lines.,yes,yes
6367675a1a6d9265ec018010,"void removeSelf(){
  if (next != null) {
    next.prev=prev;
  }
  if (prev != null) {
    prev.next=next;
  }
}
",Removes this bucket from the data structure.,Remove the doubly linked list node that call the function.,yes,yes
636767dd1a6d9265ec0186f3,"public void overrideName(String oldName,String newName){
  for (int i=0; i < columns.length; i++) {
    if (columns[i].equals(oldName)) {
      columns[i]=newName;
    }
  }
}
","Keep the same name replacement as ColumnName.overrideName(String,String).",Change the elements whose values are oldName to newName in column.,yes,yes
636767631a6d9265ec018171,"private boolean unlink(ListNodeImpl<E> node){
  ListNodeImpl<E> prev=node.prev;
  ListNodeImpl<E> next=node.next;
  if (removeListNode(node)) {
    if (size == 0) {
      head=null;
    }
 else {
      link(prev,next);
      if (head == node) {
        head=next;
      }
    }
    return true;
  }
  return false;
}
",Remove the non null node from the list.,"Remove the doubly circular linked list node.If success return true,otherwise return false.",yes,yes
636767de1a6d9265ec018726,"public List<SequenceRange> buildSequenceRanges(){
  ArrayList<SequenceRange> ranges=new ArrayList<>();
  do {
    int batchMax=Math.min(minSequence + SEQUENCE_RANGE_BATCH_SIZE,maxSequence);
    ranges.add(new SequenceRange(minSequence,batchMax));
    minSequence=batchMax;
  }
 while (minSequence < maxSequence);
  return ranges;
}
",build current profiles segment snapshot search sequence ranges.,"Return a list whose nodes are sequences, and the sequences' lower bound are all minSequence, and the length increases sequentially with SEQUENCE_RANGE_BATCH_SIZE but the upper bound is maxSequence.",yes,yes
6367667c1a6d9265ec0173f7,"public boolean hasBytes(){
  return dataBytes != null;
}
",True is the body is a byte array.,"If dataBytes is equal to null, return false, otherwise return true.",yes,yes
6367676c1a6d9265ec018220,"public static String stripFilenameExtension(String path){
  if (path == null) {
    return null;
  }
  int extIndex=path.lastIndexOf(EXTENSION_SEPARATOR);
  if (extIndex == -1) {
    return path;
  }
  int folderIndex=path.lastIndexOf(FOLDER_SEPARATOR);
  if (folderIndex > extIndex) {
    return path;
  }
  return path.substring(0,extIndex);
}
","Strip the filename extension from the given path, e.g. ""mypath/myfile.txt"" -> ""mypath/myfile"".",Return the path without the extension.,yes,no
636766fe1a6d9265ec017838,"public static char[] toPrimitive(final Character[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_CHAR_ARRAY;
  }
  final char[] result=new char[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=array[i].charValue();
  }
  return result;
}
",Converts an array of object Characters to primitives. ,Return a string which is consist of the values of elements in the given array.,yes,yes
636766fa1a6d9265ec01779c,"private String parseToken(final char[] terminators){
  char ch;
  i1=pos;
  i2=pos;
  while (hasChar()) {
    ch=chars[pos];
    if (isOneOf(ch,terminators)) {
      break;
    }
    i2++;
    pos++;
  }
  return getToken(false);
}
",Parses out a token until any of the given terminators is encountered.,Parses out a token until any of the given terminators is encountered and then return the token.,yes,yes
636767691a6d9265ec0181a7,"public static String trimLeadingCharacter(String str,char leadingCharacter){
  if (!hasLength(str)) {
    return str;
  }
  StringBuilder sb=new StringBuilder(str);
  while (sb.length() > 0 && sb.charAt(0) == leadingCharacter) {
    sb.deleteCharAt(0);
  }
  return sb.toString();
}
",Trim all occurrences of the supplied leading character from the given String.,"Trim all the characters which are equal to the given character and appear at the beginning of the given string,and return the trimmed string.",yes,no
636767041a6d9265ec01790f,"public static Integer[] toObject(final int[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_INTEGER_OBJECT_ARRAY;
  }
  final Integer[] result=new Integer[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=new Integer(array[i]);
  }
  return result;
}
",Converts an array of primitive ints to objects.,Return an array of Integer objects which are converted from an array of primitive ints.,yes,yes
636766fa1a6d9265ec0177a4,"public static Double[] toObject(final double[] array){
  if (array == null) {
    return null;
  }
 else   if (array.length == 0) {
    return ArrayUtils.EMPTY_DOUBLE_OBJECT_ARRAY;
  }
  final Double[] result=new Double[array.length];
  for (int i=0; i < array.length; i++) {
    result[i]=new Double(array[i]);
  }
  return result;
}
",Converts an array of primitive doubles to objects. ,Return an array of Double objects which are converted from an array of primitive doubles.,yes,yes
636767461a6d9265ec017d0e,"private Pair<List<Integer>,Long> computeSuffixSum(List<Integer> bounds){
  List<Integer> suffixSum=new ArrayList<>(Collections.nCopies(bounds.size(),0));
  long sum=0;
  for (int i=bounds.size() - 1; i >= 0; i--) {
    suffixSum.set(i,(int)Math.min(Integer.MAX_VALUE,sum));
    sum+=bounds.get(i);
  }
  return Pair.of(suffixSum,sum);
}
",Computes a suffix sum of the bounds.,Return a pair of the list of suffix sum and the sum of all elements of bounds.,yes,yes
636767491a6d9265ec017d90,"public static final <V>void reverse(V[] arr,int from,int to){
  for (int i=from, j=to; i < j; ++i, --j) {
    swap(arr,i,j);
  }
}
",Reverses the order of the elements in the specified range within the given array.,Reverse the order of the given elements in the specified range.,yes,yes
6367674a1a6d9265ec017da9,"private void moveAllListNodes(DoublyLinkedList<E> list){
  for (ListNodeIteratorImpl it=list.new ListNodeIteratorImpl(0); it.hasNext(); ) {
    ListNodeImpl<E> node=it.nextNode();
    assert node.list == list;
    node.list=this;
  }
  size+=list.size;
  list.size=0;
  modCount++;
  list.modCount++;
}
",Atomically moves all ListNodes from the given list to this list as if each node was removed with the removeListNode(ListNodeImpl) method from the given list and subsequently added to this list by the addListNode(ListNodeImpl) method.,Move the nodes of the given doubly linked list to a new list sequentially.,yes,yes
636767151a6d9265ec017b6b,"private static boolean startsWith(final String str,final String prefix,final boolean ignoreCase){
  if (str == null || prefix == null) {
    return str == null && prefix == null;
  }
  if (prefix.length() > str.length()) {
    return false;
  }
  return str.regionMatches(ignoreCase,0,prefix,0,prefix.length());
}
",Check if a String starts with a specified prefix (optionally case insensitive).,"Return true if the given string has the specified prefix with optional cases which can be ignored, or both string and prefix are null.Otherwise return false.",yes,yes
636766fe1a6d9265ec01781c,"public static Character toCharacterObject(final char ch){
  if (ch < CharUtils.CHAR_ARRAY.length) {
    return CharUtils.CHAR_ARRAY[ch];
  }
  return new Character(ch);
}
",Converts the character to a Character. ,Return the Character object converted from the given character.,yes,yes
636766fb1a6d9265ec0177c1,"public static boolean isAsciiAlphaUpper(final char ch){
  return ch >= 'A' && ch <= 'Z';
}
",Checks whether the character is ASCII 7 bit alphabetic upper case. ,Return true if the character is ASCII alphabetic upper case.Otherwise return false.,yes,yes
636767781a6d9265ec018250,"public int decide(LoggingEvent event){
  String msg=event.getRenderedMessage();
  if (msg == null || stringToMatch == null)   return Filter.NEUTRAL;
  if (msg.indexOf(stringToMatch) == -1) {
    return Filter.NEUTRAL;
  }
 else {
    if (acceptOnMatch) {
      return Filter.ACCEPT;
    }
 else {
      return Filter.DENY;
    }
  }
}
",Returns Filter.NEUTRAL if there is no string match.,Return a decision based on the message generated by the event and whether the given string is matched.,yes,yes
636766861a6d9265ec017553,"public final boolean isTemplateVariablePresent(String name){
  for (  String s : templateVariables) {
    if (s.equals(name))     return true;
  }
  return false;
}
",Ascertain if a template variable is a member of this template.,"Return true if the given name is a member variable of this template,otherwise return false.",yes,yes
636767071a6d9265ec017962,"public void putAllWriteable(BeanMap map){
  Iterator<String> readableKeys=map.readMethods.keySet().iterator();
  while (readableKeys.hasNext()) {
    String key=readableKeys.next();
    if (getWriteMethod(key) != null) {
      this.put(key,map.get(key));
    }
  }
}
",Puts all of the writable properties from the given BeanMap into this BeanMap. ,Put all of the both readable and writable methods from the given map to this map.,yes,yes
6367670a1a6d9265ec0179d9,"public static int length(final String str){
  return str == null ? 0 : str.length();
}
",Gets a String's length or 0 if the String is null.,Return the given string's length.,yes,yes
636767ab1a6d9265ec018676,"private static boolean isHex(final char c){
  return ('0' <= c && c <= '9') || ('a' <= c && c <= 'f') || ('A' <= c && c <= 'F');
}
",Is this a hex digit?,"Return true if the given character is a hex digit, otherwise return false.",no,yes
636766f81a6d9265ec017748,"public static String base64Decode(final String s){
  byte[] b=Base64.base64DecodeToArray(s);
  if (b == null) {
    return null;
  }
  if (b.length == 0) {
    return """";
  }
  return new String(b,StandardCharsets.UTF_8);
}
",Decoding a string to a string follow the Base64 regular.,"Decoding a string follow the Base64 regular to an array,and return a string  constructed from the array according to UTF_8.",yes,yes
636766f11a6d9265ec017663,"public static boolean isSameLength(final double[] array1,final double[] array2){
  if (array1 == null && array2 != null && array2.length > 0 || array2 == null && array1 != null && array1.length > 0 || array1 != null && array2 != null && array1.length != array2.length) {
    return false;
  }
  return true;
}
","Checks whether two arrays are the same length, treating null arrays as length 0.","Return true if the length of array1 is the same as the length of array2 or both them are null, otherwise return false.",yes,yes
6367667d1a6d9265ec0173ff,"public static Meteor lookup(HttpServletRequest r){
  Object o=r.getAttribute(METEOR);
  return o == null ? null : Meteor.class.isAssignableFrom(o.getClass()) ? (Meteor)o : null;
}
",Retrieve an instance of Meteor based on the HttpServletRequest.,Return a Meteor object based on the HttpServletRequest r.,yes,yes
636767691a6d9265ec0181a6,"public static String[] split(String toSplit,String delimiter){
  if (!hasLength(toSplit) || !hasLength(delimiter)) {
    return null;
  }
  int offset=toSplit.indexOf(delimiter);
  if (offset < 0) {
    return null;
  }
  String beforeDelimiter=toSplit.substring(0,offset);
  String afterDelimiter=toSplit.substring(offset + delimiter.length());
  return new String[]{beforeDelimiter,afterDelimiter};
}
",Split a String at the first occurrence of the delimiter. ,"Split the given string toSplit at the first occurrence of the given delimiter,and return two substrings that don't include the delimiter.",yes,no
636767601a6d9265ec0180e2,"private List<Pair<List<Pair<Integer,Integer>>,E>> computeGlobalSeparatorList(){
  List<Pair<List<Pair<Integer,Integer>>,E>> globalSeparatorList=new ArrayList<>();
  for (  E edge : graph.edgeSet()) {
    V source=graph.getEdgeSource(edge);
    V target=graph.getEdgeTarget(edge);
    if (source != target) {
      List<Set<V>> edgeSeparators=findSeparators(graph,edge);
      globalSeparatorList.addAll(reformatSeparatorList(edgeSeparators,edge));
    }
  }
  return globalSeparatorList;
}
",Computes the global separator list of the graph.,"Select an edge which isn't a circle in the graph,compute the list of the minimal separators in the neighborhood of the edge and put the pair of list and edge into the return list.",yes,yes
636766f31a6d9265ec01768f,"public static char[] clone(final char[] array){
  if (array == null) {
    return null;
  }
  return array.clone();
}
",Clones an array returning a typecast result and handling null. ,Return a clone of the given array.,yes,yes
636766831a6d9265ec0174eb,"private void addReverse(final File[] files){
  if (files == null)   return;
  for (int i=files.length - 1; i >= 0; --i) {
    stack.add(files[i]);
  }
}
",Add the specified files in reverse order.,Put the given array of files into a stack in reverse order.,yes,yes
636767841a6d9265ec0183ff,"public static void selectRow(int row,JTable table,JScrollPane pane){
  if (table == null || pane == null) {
    return;
  }
  if (contains(row,table.getModel()) == false) {
    return;
  }
  moveAdjustable(row * table.getRowHeight(),pane.getVerticalScrollBar());
  selectRow(row,table.getSelectionModel());
  repaintLater(table);
}
",Selects a the specified row in the specified JTable and scrolls the specified JScrollpane to the newly selected row. ,Select the specified row in the given JTable and scroll the given JScrollPane to the row.,yes,yes
636766a81a6d9265ec017596,"public ByteVector putInt(final int intValue){
  int currentLength=length;
  if (currentLength + 4 > data.length) {
    enlarge(4);
  }
  byte[] currentData=data;
  currentData[currentLength++]=(byte)(intValue >>> 24);
  currentData[currentLength++]=(byte)(intValue >>> 16);
  currentData[currentLength++]=(byte)(intValue >>> 8);
  currentData[currentLength++]=(byte)intValue;
  length=currentLength;
  return this;
}
",Puts an int into this byte vector. ,Divide an int into four bytes and put the bytes into a byte vector called data in big endian order.,yes,yes
636766fd1a6d9265ec017814,"public static boolean arrayequals(byte[] a,byte[] b,int count){
  for (int i=0; i < count; i++) {
    if (a[i] != b[i]) {
      return false;
    }
  }
  return true;
}
",Compares count first bytes in the arrays a and b.,"Given two arrays with the given length count,return true if the array a is equal to array b,otherwise return false.",yes,yes
636767861a6d9265ec018440,"public void abbreviate(final int nameStart,final StringBuffer buf){
  int i=count;
  for (int pos=buf.indexOf(""."",nameStart); pos != -1; pos=buf.indexOf(""."",pos + 1)) {
    if (--i == 0) {
      buf.delete(nameStart,pos + 1);
      break;
    }
  }
}
",Abbreviate name.,"The given name can be split into several substrings by ""."", and abbreviate the name in the buf by deleting the first count substrings.",yes,yes
6367667d1a6d9265ec01741d,"public static Type resolveBound(TypeVariable<?> typeVariable){
  Type[] bounds=typeVariable.getBounds();
  if (bounds.length == 0)   return Unknown.class;
  Type bound=bounds[0];
  if (bound instanceof TypeVariable)   bound=resolveBound((TypeVariable<?>)bound);
  return bound == Object.class ? Unknown.class : bound;
}
","Resolves the first bound for the typeVariable, returning Unknown.class if none can be resolved.","Resolve the class of the first bound for the typeVariable recursively, return Unknown.class if it can't be resolved.",yes,yes
6367675f1a6d9265ec0180cf,"private static <V,E>boolean isClique(Graph<V,E> graph,Set<V> vertices){
  for (  V v1 : vertices) {
    for (    V v2 : vertices) {
      if (!v1.equals(v2) && (graph.getEdge(v1,v2) == null)) {
        return false;
      }
    }
  }
  return true;
}
","Check whether the subgraph of graph induced by the given vertices is complete, i.e. a clique.","Return true if the subgraph of the given graph induced by the given vertices is a clique, otherwise return false.",yes,yes
636767431a6d9265ec017c88,"private List<Integer> computeLowerBounds(List<K> keys){
  List<Integer> keyLowerBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int lowerBound=0;
    for (    Function<K,Integer> lowerBoundFunction : lowerBounds) {
      lowerBound=Math.max(lowerBound,lowerBoundFunction.apply(key));
    }
    keyLowerBounds.add(lowerBound);
  }
  return keyLowerBounds;
}
",Finds a maximum lower bound for every key.,"The type of key has several lower bounds conducted by different function, this function will return a list of the maximum lower bound of each key in the given list.",yes,yes
636766a91a6d9265ec0175c4,"private void pop(final String descriptor){
  char firstDescriptorChar=descriptor.charAt(0);
  if (firstDescriptorChar == '(') {
    pop((Type.getArgumentsAndReturnSizes(descriptor) >> 2) - 1);
  }
 else   if (firstDescriptorChar == 'J' || firstDescriptorChar == 'D') {
    pop(2);
  }
 else {
    pop(1);
  }
}
",Pops as many abstract types from the output frame stack as described by the given descriptor.,Pop different value of type based on the first character of the given descriptor.,yes,yes
636766fb1a6d9265ec0177c3,"public static boolean isAscii(final char ch){
  return ch < 128;
}
",Checks whether the character is ASCII 7 bit. ,"Return true if the given character is a ASCII seven bit character, otherwise return false.",yes,yes
636767581a6d9265ec017fb4,"private List<Integer> computeUpperBounds(List<K> keys){
  List<Integer> keyUpperBounds=new ArrayList<>(keys.size());
  for (  K key : keys) {
    int upperBound=Integer.MAX_VALUE;
    for (    Function<K,Integer> upperBoundFunction : upperBounds) {
      upperBound=Math.min(upperBound,upperBoundFunction.apply(key));
    }
    keyUpperBounds.add(upperBound);
  }
  return keyUpperBounds;
}
",Finds a minimum lower bound for every key.,"The type of key has several upper bounds conducted by different function, this function will return a list of the minimum upper bound of each key in the given list.",yes,yes
636766801a6d9265ec017487,"public static String encodeTemplateNames(String s){
  int i=s.indexOf('{');
  if (i != -1)   s=s.replace(""{"",""%7B"");
  i=s.indexOf('}');
  if (i != -1)   s=s.replace(""}"",""%7D"");
  return s;
}
","Encodes a string with template parameters names present, specifically the characters '{' and '}' will be percent-encoded.","Encoding the given string by changing '{' and '}' to the specified character for each,return the string after encoding.",yes,yes
636767531a6d9265ec017ef1,"public static boolean equals(Point2D p1,Point2D p2){
  int xEquals=TOLERANCE_DOUBLE_COMPARATOR.compare(p1.getX(),p2.getX());
  if (xEquals != 0) {
    return false;
  }
  return TOLERANCE_DOUBLE_COMPARATOR.compare(p1.getY(),p2.getY()) == 0;
}
",Compare two points for equality using tolerance 1e-9.,"Using TOLERANCE_DOUBLE_COMPARATOR to compare two points for equality, return true the point p1 is equal to another point p2, otherwise return false.",yes,yes
6367667c1a6d9265ec0173fb,"@Override public AtmosphereResource addEventListener(AtmosphereResourceEventListener e){
  if (listeners.contains(e))   return this;
  listeners.add(e);
  return this;
}
",Add a AtmosphereResourceEventListener.,Adding an instance of AtmosphereResourceEventListener e into a list and return the AtmosphereResource object which call the function.,yes,yes
636767691a6d9265ec0181ac,"public static String applyRelativePath(String path,String relativePath){
  int separatorIndex=path.lastIndexOf(FOLDER_SEPARATOR);
  if (separatorIndex != -1) {
    String newPath=path.substring(0,separatorIndex);
    if (!relativePath.startsWith(FOLDER_SEPARATOR)) {
      newPath+=FOLDER_SEPARATOR;
    }
    return newPath + relativePath;
  }
 else {
    return relativePath;
  }
}
","Apply the given relative path to the given path, assuming standard Java folder separation (i.e. ""/"" separators).","Combine the substring before FOLDER_SEPARATOR of the given path with the given relative path to construct a new full file path, and return the full file path.",yes,no
636767021a6d9265ec0178bc,"public static int indexOf(String str,String searchStr){
  if (str == null || searchStr == null) {
    return StringUtils.INDEX_NOT_FOUND;
  }
  return str.indexOf(searchStr);
}
","Finds the first index within a String, handling null. ",Return the first index of the searchStr in the given string.,yes,yes
636766fc1a6d9265ec0177ef,"static String[] toNoNullStringArray(Object[] array){
  ArrayList<String> list=new ArrayList<String>(array.length);
  for (int i=0; i < array.length; i++) {
    Object e=array[i];
    if (e != null) {
      list.add(e.toString());
    }
  }
  return (String[])list.toArray(ArrayUtils.EMPTY_STRING_ARRAY);
}
",Returns a new array of Strings without null elements. ,"Return a new array of strings converted from the elements which are not null of the given array, if the size of the array is zero, it will throw an exception.",yes,yes
636767061a6d9265ec01794a,"public static int indexOfExtension(String filename){
  if (filename == null) {
    return -1;
  }
  int extensionPos=filename.lastIndexOf(EXTENSION_SEPARATOR);
  int lastSeparator=indexOfLastSeparator(filename);
  return lastSeparator > extensionPos ? -1 : extensionPos;
}
","Returns the index of the last extension separator character, which is a dot. ","Return the last index of the extension separator in the given filename, it will return -1 if the filename doesn't have the separator or there is a directory separator after it.",yes,yes
636767dd1a6d9265ec0186de,"public boolean isExpired(long timestamp,long expiredThreshold){
  return timestamp - lastUpdateTimestamp > expiredThreshold;
}
",@param timestamp        of current time,"Return true if the timestamp minus the lastUpdateTimestamp is greater than expiredThreshold, otherwise return false.",no,yes
6367675d1a6d9265ec018082,"Edge edgeToNext(){
  Edge edge=prev.embedded.getFirst();
  Node target=toExistingNode(current);
  Node source=toExistingNode(prev);
  if (edge.getOpposite(source) == target) {
    return edge;
  }
 else {
    return prev.embedded.getLast();
  }
}
","Returns an edge connecting previously returned node with node, which will be returned next. ",Return the edge connecting the previously returned node with the current node.,yes,yes
6367676b1a6d9265ec0181e9,"public static boolean substringMatch(CharSequence str,int index,CharSequence substring){
  for (int j=0; j < substring.length(); j++) {
    int i=index + j;
    if (i >= str.length() || str.charAt(i) != substring.charAt(j)) {
      return false;
    }
  }
  return true;
}
","Returns true if the given string matches the given substring at the given index, false otherwise.","Return true if starting at the given index, the given string matches the given substring.",yes,no
636767781a6d9265ec01823e,"protected void append(LoggingEvent event){
  if (sh != null) {
    sh.send(layout.format(event));
    if (layout.ignoresThrowable()) {
      String[] s=event.getThrowableStrRep();
      if (s != null) {
        StringBuffer buf=new StringBuffer();
        for (int i=0; i < s.length; i++) {
          buf.append(s[i]);
          buf.append(""\r\n"");
        }
        sh.send(buf.toString());
      }
    }
  }
}
",Handles a log event. ,"Handling a logging event by using layout.format(), and if layout.ignoresThrowable() is true, it will continue to send the StrRep of the event.",yes,yes
6367670b1a6d9265ec017a05,"public static String toString(final char ch){
  if (ch < 128) {
    return CharUtils.CHAR_STRING_ARRAY[ch];
  }
  return new String(new char[]{ch});
}
",Converts the character to a String that contains the one character. ,Return the String object that contains the given character.,yes,yes
